,cities,lat,long,d1,d2,d3,sharp2,heat2,sharp3,heat3,sharp4,heat4,sharp5,heat5,sharp6,heat6,sharp7,heat7,sharp8,heat8,sharp9,heat9,sharp10,heat10
299,玉林,22.654524,110.180988,0.259527907,-0.072869103,0.133675353,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 1,Cluster 1_a
300,安顺,26.253664,105.946187,-0.194793228,0.004394573,0.04073535,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
301,大方,27.141605,105.612986,-0.193408294,0.003454255,0.048304431,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
302,威宁,26.856403,104.278703,-0.225759924,-0.003608008,0.022712275,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
303,贵阳,26.647004,106.630211,-0.201579894,-0.001369286,0.055635419,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
304,黎平,26.229247,109.137181,-0.156366967,0.039169358,0.058345572,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 2,Z,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
305,天柱,26.90949,109.207758,-0.175223842,0.019287719,0.0589291,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
306,镇远,27.049154,108.429685,-0.193531296,0.022847777,0.068965344,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
307,都匀,26.259793,107.518668,-0.18887343,0.008203069,0.051331315,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
308,荔波,25.411444,107.887249,-0.176074129,-0.008659944,0.053369385,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
309,安龙,25.098123,105.443338,-0.18135975,0.006414873,0.049331881,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
310,晴隆,25.834746,105.219038,-0.182449683,-0.009399543,0.060165494,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
311,德江,28.264092,108.119876,-0.162761822,0.019682496,0.046661659,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_b,Cluster 2,Z,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
312,铜仁,27.690673,109.180992,-0.193068167,0.001469139,0.073574197,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
313,习水,28.331277,106.197138,-0.191420825,0.008723586,0.036819733,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
314,余庆,27.225046,107.886402,-0.194803942,0.013814445,0.052454567,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
315,正安,28.550123,107.444027,-0.178559649,0.016566342,0.050016531,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_a,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
316,遵义县,27.725441,106.927208,-0.187718496,0.005109892,0.047467735,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
317,海口,20.044227,110.199891,0.267487248,-0.24520653,-0.140675541,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
318,三亚,18.252493,109.512103,0.236764635,-0.193450387,-0.132802027,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
319,昌江,19.298279,109.055582,0.248482667,-0.181707107,-0.144158431,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
320,澄迈,19.738479,110.004852,0.278449602,-0.236393257,-0.134431359,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
321,儋州,19.52093,109.580685,0.204207046,-0.110737846,0.052873744,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_b,Cluster 5,Z,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 7,Cluster 7_a,Cluster 4,Z
322,定安,19.681339,110.359079,0.268876256,-0.241253002,-0.147585951,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
323,东方,19.096138,108.653659,0.233911949,-0.179626126,-0.158150243,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
324,乐东,18.749868,109.173613,0.252046936,-0.199316818,-0.154432606,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
325,陵水,18.505955,110.037187,0.272664802,-0.229824694,-0.12501851,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
326,琼海,19.258396,110.474653,0.295398364,-0.230311242,-0.154034329,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
327,琼中,19.033224,109.838224,0.268013868,-0.251094841,-0.152494824,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
328,屯昌,19.351826,110.103473,0.266159254,-0.239765533,-0.144653584,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
329,万宁,18.795323,110.389747,0.283505804,-0.217122738,-0.129620102,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
330,文昌,19.543303,110.797742,0.27741106,-0.231203199,-0.134315687,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 5,Cluster 5_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_a,Cluster 5,Cluster 5_a
331,安国,38.418439,115.326621,-0.274637827,-0.119240848,-0.007946829,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
332,涞源,39.360166,114.694218,-0.274585244,-0.089516253,-0.01804074,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Z
333,唐县,38.747882,114.982922,-0.268717569,-0.111381786,-0.020776147,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
334,徐水,39.018635,115.655842,-0.287895079,-0.096631181,-0.009098782,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
335,河间,38.445486,116.099009,-0.279364258,-0.11646235,-0.025467472,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
336,黄骅,38.371374,117.330094,-0.287956765,-0.098842685,-0.008585772,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
337,南皮,38.03779,116.707722,-0.289810025,-0.087554232,-0.023365562,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
338,承德县,40.768538,118.173837,-0.292514481,-0.112644202,-0.018601907,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
339,丰宁,41.208921,116.645886,-0.292007022,-0.108454871,-0.017546187,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
340,围场,41.938456,117.760155,-0.302919567,-0.113797834,-0.021751076,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
341,磁县,36.373961,114.373923,-0.260514465,-0.091080565,-0.056033385,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
342,广平,36.483437,114.948469,-0.281963901,-0.104622274,-0.042045403,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
343,永年,36.777728,114.490976,-0.246297663,-0.087909392,-0.055378355,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
344,故城,37.34746,115.965783,-0.284608811,-0.099739393,-0.023082657,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
345,冀州,37.550849,115.579377,-0.282102449,-0.104796951,-0.027424817,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
346,武强,38.041178,115.982502,-0.281858332,-0.107814515,-0.023532046,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
347,霸州,39.125803,116.391693,-0.292625109,-0.103075251,-0.009195207,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
348,香河,39.761399,117.006416,-0.288770911,-0.108684259,-0.027523942,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
349,昌黎,39.712849,119.162892,-0.279570209,-0.090899036,-0.019067228,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
350,青龙,40.406901,118.950097,-0.288521491,-0.100861544,-0.023094931,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
351,晋州,38.033546,115.044075,-0.27094539,-0.124075672,-0.043538101,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
352,平山,38.259983,114.186054,-0.257017691,-0.080937481,-0.038439458,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
353,石家庄,38.042781,114.514321,-0.280566155,-0.127942314,-0.039337292,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
354,赞皇,37.665792,114.385925,-0.262097234,-0.112867013,-0.052214368,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
355,丰润,39.832498,118.162184,-0.289471602,-0.104878954,-0.025554242,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
356,唐海,39.273146,118.460248,-0.287093854,-0.107489579,-0.025653331,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
357,隆尧,37.350256,114.770313,-0.285257725,-0.092166251,-0.028359461,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 6,Cluster 6_a
358,威县,36.975416,115.266679,-0.282358941,-0.09547821,-0.032237277,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Z
359,宣化,40.608465,115.099253,-0.265762707,-0.070342333,-0.042010754,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
360,阳原,40.103664,114.150582,-0.228746931,-0.052314557,-0.052783946,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_b,Cluster 2,Cluster 2_b,Cluster 7,Z,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
361,张北,41.158907,114.720064,-0.242462955,-0.064115836,-0.063633683,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_a,Cluster 9,Cluster 9_a,Cluster 2,Cluster 2_a
362,滑县,35.575358,114.519315,-0.275063497,-0.121849002,-0.037147081,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Z
363,鹤壁,35.746989,114.297425,-0.246028264,-0.076219819,-0.070116267,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
364,沁阳,35.087585,112.95057,-0.245367173,-0.089424656,-0.060530155,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
365,开封县,34.757025,114.441377,-0.277155152,-0.107284411,-0.051381208,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
366,洛阳,34.618136,112.453621,-0.269002903,-0.098547253,-0.037129466,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Cluster 6_b
367,嵩县,34.134515,112.085701,-0.266811893,-0.097766466,-0.041640737,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
368,社旗,33.056137,112.947913,-0.275151023,-0.108820801,-0.03291943,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Cluster 6_b
369,西峡,33.305629,111.472462,-0.269100546,-0.096298441,-0.032082898,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 6,Z
370,镇平,33.033924,112.234485,-0.268762929,-0.112524221,-0.039757046,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 6,Z
371,鲁山,33.738544,112.908015,-0.26683827,-0.105507161,-0.047330536,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
372,清丰,35.885106,115.104211,-0.27349153,-0.127561629,-0.03244961,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 6,Z
373,灵宝,34.516848,110.894541,-0.240116872,-0.065338057,-0.016649248,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
374,渑池,34.767269,111.761897,-0.245976347,-0.077143447,-0.044478834,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
375,民权,34.646929,115.147669,-0.271827603,-0.09250625,-0.048902532,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
376,夏邑,34.239302,116.1297,-0.279505627,-0.093749634,-0.039568349,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Cluster 2_b,Cluster 1,Cluster 1_b,Cluster 6,Cluster 6_b
